"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"IR000407540","TEHRAN MEHRABAD, IR","2017-11-25","0.00",,"41","47","35"
"IR000407540","TEHRAN MEHRABAD, IR","2017-11-26","0.00",,"41","47","35"
"IR000407540","TEHRAN MEHRABAD, IR","2017-11-27","0.00",,"43","53","35"
"IR000407540","TEHRAN MEHRABAD, IR","2017-11-28","0.00",,"46","56",
"IR000407540","TEHRAN MEHRABAD, IR","2017-11-29","0.00",,"47","56","38"
"IR000407540","TEHRAN MEHRABAD, IR","2017-11-30","0.00",,"49",,"38"
"IR000407540","TEHRAN MEHRABAD, IR","2017-12-01","0.00",,"46","56","37"
"IR000407540","TEHRAN MEHRABAD, IR","2017-12-02","0.00",,"45","53","39"
"IR000407540","TEHRAN MEHRABAD, IR","2017-12-03","0.00",,"43","49","38"
"IR000407540","TEHRAN MEHRABAD, IR","2017-12-04","0.00",,"42","51","36"
"IR000407540","TEHRAN MEHRABAD, IR","2017-12-05","0.00",,"42","51",
"IR000407540","TEHRAN MEHRABAD, IR","2017-12-06","0.00",,"42","45","36"
"IR000407540","TEHRAN MEHRABAD, IR","2017-12-07","0.00",,"45","53",
"IR000407540","TEHRAN MEHRABAD, IR","2017-12-08","0.14",,"40","47",
"IR000407540","TEHRAN MEHRABAD, IR","2017-12-09","0.00",,"42","52",
"IR000407540","TEHRAN MEHRABAD, IR","2017-12-10","0.00",,"42","51","35"
"IR000407540","TEHRAN MEHRABAD, IR","2017-12-11","0.00",,"43","56","34"
"IR000407540","TEHRAN MEHRABAD, IR","2017-12-12","0.00",,"44",,"33"
"IR000407540","TEHRAN MEHRABAD, IR","2017-12-13","0.00",,"45","55","36"
"IR000407540","TEHRAN MEHRABAD, IR","2017-12-14","0.00",,"41","49","35"
"IR000407540","TEHRAN MEHRABAD, IR","2017-12-15","0.00",,"42","51","33"
"IR000407540","TEHRAN MEHRABAD, IR","2017-12-16","0.00",,"44","55",
"IR000407540","TEHRAN MEHRABAD, IR","2017-12-17","0.00",,"45","55","37"
"IR000407540","TEHRAN MEHRABAD, IR","2017-12-18","0.00",,"46","56","37"
"IR000407540","TEHRAN MEHRABAD, IR","2017-12-19","0.00",,"48","59","37"
"IR000407540","TEHRAN MEHRABAD, IR","2017-12-20","0.00",,"49","57","41"
"IR000407540","TEHRAN MEHRABAD, IR","2017-12-21","0.00",,"53",,"43"
"IR000407540","TEHRAN MEHRABAD, IR","2017-12-22","0.01",,"56","63","46"
"IR000407540","TEHRAN MEHRABAD, IR","2017-12-23","0.00",,"58","63",
"IR000407540","TEHRAN MEHRABAD, IR","2017-12-24","0.00",,"59","68","49"
"IR000407540","TEHRAN MEHRABAD, IR","2017-12-25","0.00",,"57","63","53"
"IR000407540","TEHRAN MEHRABAD, IR","2017-12-26","0.01",,"54","61",
"IR000407540","TEHRAN MEHRABAD, IR","2017-12-27","0.00",,"47",,
"IR000407540","TEHRAN MEHRABAD, IR","2017-12-28","0.00",,"45","56","37"
"IR000407540","TEHRAN MEHRABAD, IR","2017-12-29","0.00",,"47",,"40"
"IR000407540","TEHRAN MEHRABAD, IR","2017-12-30","0.00",,"48","58","39"
"IR000407540","TEHRAN MEHRABAD, IR","2017-12-31","0.00",,"50","62","41"
"IR000407540","TEHRAN MEHRABAD, IR","2018-01-01","0.00",,"49","57","40"
"IR000407540","TEHRAN MEHRABAD, IR","2018-01-02","0.00",,"48","53",
"IR000407540","TEHRAN MEHRABAD, IR","2018-01-03","0.00",,"45","52",
"IR000407540","TEHRAN MEHRABAD, IR","2018-01-04","0.00",,"44","53","35"
"IR000407540","TEHRAN MEHRABAD, IR","2018-01-05","0.00",,"44","53","36"
"IR000407540","TEHRAN MEHRABAD, IR","2018-01-06","0.00",,"41",,
"IR000407540","TEHRAN MEHRABAD, IR","2018-01-07","0.05",,"41","49","36"
"IR000407540","TEHRAN MEHRABAD, IR","2018-01-08","0.03",,"41","49","33"
"IR000407540","TEHRAN MEHRABAD, IR","2018-01-09","0.00",,"42","50",
"IR000407540","TEHRAN MEHRABAD, IR","2018-01-10","0.00",,"42","51","35"
"IR000407540","TEHRAN MEHRABAD, IR","2018-01-11","0.00",,"42","51","33"
"IR000407540","TEHRAN MEHRABAD, IR","2018-01-12","0.00",,"48","58",
"IR000407540","TEHRAN MEHRABAD, IR","2018-01-13","0.00",,"49",,"40"
"IR000407540","TEHRAN MEHRABAD, IR","2018-01-14","0.00",,"47","56","36"
"IR000407540","TEHRAN MEHRABAD, IR","2018-01-15","0.00",,"46","56",
"IR000407540","TEHRAN MEHRABAD, IR","2018-01-16","0.00",,"40","48",
"IR000407540","TEHRAN MEHRABAD, IR","2018-01-17","0.00",,"41","47","35"
"IR000407540","TEHRAN MEHRABAD, IR","2018-01-18","0.00",,"43","51","37"
"IR000407540","TEHRAN MEHRABAD, IR","2018-01-19","0.00",,"47","55","36"
"IR000407540","TEHRAN MEHRABAD, IR","2018-01-20","0.00",,"42",,
"IR000407540","TEHRAN MEHRABAD, IR","2018-01-21","0.03",,"43","54","31"
"IR000407540","TEHRAN MEHRABAD, IR","2018-01-22","0.00",,"45","53","37"
"IR000407540","TEHRAN MEHRABAD, IR","2018-01-23","0.00",,"48",,"39"
"IR000407540","TEHRAN MEHRABAD, IR","2018-01-24","0.00",,"53",,
"IR000407540","TEHRAN MEHRABAD, IR","2018-01-25","0.00",,"51","58",
"IR000407540","TEHRAN MEHRABAD, IR","2018-01-26","0.00",,"52","58",
"IR000407540","TEHRAN MEHRABAD, IR","2018-01-27","0.01",,"38","47",
"IR000407540","TEHRAN MEHRABAD, IR","2018-01-28","0.89","9.1","25",,
"IR000407540","TEHRAN MEHRABAD, IR","2018-01-29","0.24","12.6","25","33",
"IR000407540","TEHRAN MEHRABAD, IR","2018-01-30","0.00","8.7","27",,"20"
"IR000407540","TEHRAN MEHRABAD, IR","2018-01-31","0.00","6.7","29","38",
"IR000407540","TEHRAN MEHRABAD, IR","2018-02-01","0.00","5.1","35","43","26"
"IR000407540","TEHRAN MEHRABAD, IR","2018-02-02","0.00","3.5","36","44","28"
"IR000407540","TEHRAN MEHRABAD, IR","2018-02-03","0.00","1.6","38","47","31"
"IR000407540","TEHRAN MEHRABAD, IR","2018-02-04","0.00","1.2","41","49","33"
"IR000407540","TEHRAN MEHRABAD, IR","2018-02-05","0.00","1.2","44","54",
"IR000407540","TEHRAN MEHRABAD, IR","2018-02-06","0.00",,"47","58","37"
"IR000407540","TEHRAN MEHRABAD, IR","2018-02-07","0.00",,"51","59",
"IR000407540","TEHRAN MEHRABAD, IR","2018-02-08","0.00",,"45","54",
"IR000407540","TEHRAN MEHRABAD, IR","2018-02-09","0.01",,"44","52","36"
"IR000407540","TEHRAN MEHRABAD, IR","2018-02-10","0.00",,"46",,"36"
"IR000407540","TEHRAN MEHRABAD, IR","2018-02-11","0.00",,"47","55","38"
"IR000407540","TEHRAN MEHRABAD, IR","2018-02-12","0.00",,"49",,"44"
"IR000407540","TEHRAN MEHRABAD, IR","2018-02-13","0.07",,"53","59","48"
"IR000407540","TEHRAN MEHRABAD, IR","2018-02-14","0.15",,"51","58",
"IR000407540","TEHRAN MEHRABAD, IR","2018-02-15","0.00",,"47","55","39"
"IR000407540","TEHRAN MEHRABAD, IR","2018-02-16","0.00",,"47","52",
"IR000407540","TEHRAN MEHRABAD, IR","2018-02-17","0.18",,"48","51",
"IR000407540","TEHRAN MEHRABAD, IR","2018-02-18","0.01",,"50",,
"IR000407540","TEHRAN MEHRABAD, IR","2018-02-19","0.02",,"50","58","40"
"IR000407540","TEHRAN MEHRABAD, IR","2018-02-20","0.00",,"50","58",
"IR000407540","TEHRAN MEHRABAD, IR","2018-02-21","0.00",,"49","56","42"
"IR000407540","TEHRAN MEHRABAD, IR","2018-02-22","0.00",,"51","59","44"
"IR000407540","TEHRAN MEHRABAD, IR","2018-02-23","0.07",,"50","60","44"
"IR000407540","TEHRAN MEHRABAD, IR","2018-02-24","0.17",,"48","52","45"
"IR000407540","TEHRAN MEHRABAD, IR","2018-02-25","0.39",,"49","57",
"IR000407540","TEHRAN MEHRABAD, IR","2018-02-26","0.00",,"51","58","40"
"IR000407540","TEHRAN MEHRABAD, IR","2018-02-27","0.00",,"51","54",
"IR000407540","TEHRAN MEHRABAD, IR","2018-02-28","0.01",,"53","62","44"
"IR000407540","TEHRAN MEHRABAD, IR","2018-03-01","0.00",,"54",,
"IR000407540","TEHRAN MEHRABAD, IR","2018-03-02","0.00",,"54","62","44"
"IR000407540","TEHRAN MEHRABAD, IR","2018-03-03","0.00",,"55","64","48"
"IR000407540","TEHRAN MEHRABAD, IR","2018-03-04","0.00",,"58",,
"IR000407540","TEHRAN MEHRABAD, IR","2018-03-05","0.00",,"61","70","49"
"IR000407540","TEHRAN MEHRABAD, IR","2018-03-06","0.00",,"61","69","53"
"IR000407540","TEHRAN MEHRABAD, IR","2018-03-07","0.13",,"59","67","46"
"IR000407540","TEHRAN MEHRABAD, IR","2018-03-08","0.01",,"62","71","51"
"IR000407540","TEHRAN MEHRABAD, IR","2018-03-09","0.00",,"65","73","55"
"IR000407540","TEHRAN MEHRABAD, IR","2018-03-10","0.00",,"62",,
"IR000407540","TEHRAN MEHRABAD, IR","2018-03-11","0.00",,"59","66","49"
"IR000407540","TEHRAN MEHRABAD, IR","2018-03-12","0.00",,"57","65",
"IR000407540","TEHRAN MEHRABAD, IR","2018-03-13","0.00",,"55","65","40"
"IR000407540","TEHRAN MEHRABAD, IR","2018-03-14","0.00",,"58","66","47"
"IR000407540","TEHRAN MEHRABAD, IR","2018-03-15","0.00",,"62","71","48"
"IR000407540","TEHRAN MEHRABAD, IR","2018-03-16","0.00",,"64","73","54"
"IR000407540","TEHRAN MEHRABAD, IR","2018-03-17","0.06",,"52",,
"IR000407540","TEHRAN MEHRABAD, IR","2018-03-18","0.01",,"52","63","39"
"IR000407540","TEHRAN MEHRABAD, IR","2018-03-19","0.00",,"58",,"45"
"IR000407540","TEHRAN MEHRABAD, IR","2018-03-20","0.00",,"63",,"50"
"IR000407540","TEHRAN MEHRABAD, IR","2018-03-21","0.00",,"67",,"53"
"IR000407540","TEHRAN MEHRABAD, IR","2018-03-22","0.00",,"65","76","48"
"IR000407540","TEHRAN MEHRABAD, IR","2018-03-23","0.00",,"66","75","56"
"IR000407540","TEHRAN MEHRABAD, IR","2018-03-24","0.00",,"70","79","57"
"IR000407540","TEHRAN MEHRABAD, IR","2018-03-25","0.00",,"73",,"62"
"IR000407540","TEHRAN MEHRABAD, IR","2018-03-26","0.00",,"73","82",
"IR000407540","TEHRAN MEHRABAD, IR","2018-03-27","0.00",,"71",,"57"
"IR000407540","TEHRAN MEHRABAD, IR","2018-03-28","0.00",,"74","83",
"IR000407540","TEHRAN MEHRABAD, IR","2018-03-29","0.00",,"76","87","66"
"IR000407540","TEHRAN MEHRABAD, IR","2018-03-30","0.00",,"73","83",
"IR000407540","TEHRAN MEHRABAD, IR","2018-03-31","0.00",,"62","72",
"IR000407540","TEHRAN MEHRABAD, IR","2018-04-01","0.00",,"60","69","48"
"IR000407540","TEHRAN MEHRABAD, IR","2018-04-02","0.00",,"65","75","51"
"IR000407540","TEHRAN MEHRABAD, IR","2018-04-03","0.00",,"69","78","58"
"IR000407540","TEHRAN MEHRABAD, IR","2018-04-04","0.00",,"69","77",
"IR000407540","TEHRAN MEHRABAD, IR","2018-04-05","0.00",,"65",,"54"
"IR000407540","TEHRAN MEHRABAD, IR","2018-04-06","0.00",,"65","74","55"
"IR000407540","TEHRAN MEHRABAD, IR","2018-04-07","0.09",,"56",,
"IR000407540","TEHRAN MEHRABAD, IR","2018-04-08","0.23",,"60","68","49"
"IR000407540","TEHRAN MEHRABAD, IR","2018-04-09","0.00",,"64","71","55"
"IR000407540","TEHRAN MEHRABAD, IR","2018-04-10","0.00",,"65","72",
"IR000407540","TEHRAN MEHRABAD, IR","2018-04-11","0.00",,"66","73",
"IR000407540","TEHRAN MEHRABAD, IR","2018-04-12","0.00",,"67","73","57"
"IR000407540","TEHRAN MEHRABAD, IR","2018-04-13","0.00",,"65","76",
"IR000407540","TEHRAN MEHRABAD, IR","2018-04-14","0.00",,"61","71",
"IR000407540","TEHRAN MEHRABAD, IR","2018-04-15","0.13",,"51",,
"IR000407540","TEHRAN MEHRABAD, IR","2018-04-16","0.84",,"42","46",
"IR000407540","TEHRAN MEHRABAD, IR","2018-04-17","0.36",,"47","55",
"IR000407540","TEHRAN MEHRABAD, IR","2018-04-18","0.00",,"53","63",
"IR000407540","TEHRAN MEHRABAD, IR","2018-04-19","0.00",,"58",,"45"
"IR000407540","TEHRAN MEHRABAD, IR","2018-04-20","0.00",,"65","74","51"
"IR000407540","TEHRAN MEHRABAD, IR","2018-04-21","0.00",,"67","74",
"IR000407540","TEHRAN MEHRABAD, IR","2018-04-22","0.01",,"66","73","57"
"IR000407540","TEHRAN MEHRABAD, IR","2018-04-23","0.05",,"56",,
"IR000407540","TEHRAN MEHRABAD, IR","2018-04-24","0.30",,"60","71","46"
"IR000407540","TEHRAN MEHRABAD, IR","2018-04-25","0.00",,"66","74","53"
"IR000407540","TEHRAN MEHRABAD, IR","2018-04-26","0.00",,"69","76","59"
"IR000407540","TEHRAN MEHRABAD, IR","2018-04-27","0.00",,"72","77",
"IR000407540","TEHRAN MEHRABAD, IR","2018-04-28","0.00",,"72","80",
"IR000407540","TEHRAN MEHRABAD, IR","2018-04-29","0.00",,"64","76",
"IR000407540","TEHRAN MEHRABAD, IR","2018-04-30","0.13",,"59","71","49"
"IR000407540","TEHRAN MEHRABAD, IR","2018-05-01","0.08",,"60","69","49"
"IR000407540","TEHRAN MEHRABAD, IR","2018-05-02","0.00",,"68","76","56"
"IR000407540","TEHRAN MEHRABAD, IR","2018-05-03","0.00",,"71","78","62"
"IR000407540","TEHRAN MEHRABAD, IR","2018-05-04","0.00",,"70",,
"IR000407540","TEHRAN MEHRABAD, IR","2018-05-05","0.00",,"69","76",
"IR000407540","TEHRAN MEHRABAD, IR","2018-05-06","0.00",,"70","83","60"
"IR000407540","TEHRAN MEHRABAD, IR","2018-05-07","0.00",,"72","81","62"
"IR000407540","TEHRAN MEHRABAD, IR","2018-05-08","0.00",,"73","85","65"
"IR000407540","TEHRAN MEHRABAD, IR","2018-05-09","0.00",,"65",,
"IR000407540","TEHRAN MEHRABAD, IR","2018-05-10","0.23",,"63","74","57"
"IR000407540","TEHRAN MEHRABAD, IR","2018-05-11","0.13",,"64","74","55"
"IR000407540","TEHRAN MEHRABAD, IR","2018-05-12","0.16",,"60","72",
"IR000407540","TEHRAN MEHRABAD, IR","2018-05-13","0.20",,"65","74","53"
"IR000407540","TEHRAN MEHRABAD, IR","2018-05-14","0.03",,"65","76","56"
"IR000407540","TEHRAN MEHRABAD, IR","2018-05-15","0.00",,"66","76","54"
"IR000407540","TEHRAN MEHRABAD, IR","2018-05-16","0.00",,"64",,"55"
"IR000407540","TEHRAN MEHRABAD, IR","2018-05-17","0.00",,"65","74","54"
"IR000407540","TEHRAN MEHRABAD, IR","2018-05-18","0.02",,"69","76","59"
"IR000407540","TEHRAN MEHRABAD, IR","2018-05-19","0.00",,"72","80","63"
"IR000407540","TEHRAN MEHRABAD, IR","2018-05-20","0.00",,"75","83","64"
"IR000407540","TEHRAN MEHRABAD, IR","2018-05-21","0.00",,"76",,"68"
"IR000407540","TEHRAN MEHRABAD, IR","2018-05-22","0.00",,"71","83",
"IR000407540","TEHRAN MEHRABAD, IR","2018-05-23","0.03",,"71","81","62"
"IR000407540","TEHRAN MEHRABAD, IR","2018-05-24","0.00",,"75","83","66"
"IR000407540","TEHRAN MEHRABAD, IR","2018-05-25","0.00",,"78","87","65"
"IR000407540","TEHRAN MEHRABAD, IR","2018-05-26","0.00",,"80","89","67"
"IR000407540","TEHRAN MEHRABAD, IR","2018-05-27","0.00",,"76","89","57"
"IR000407540","TEHRAN MEHRABAD, IR","2018-05-28",,,"78","87","66"
"IR000407540","TEHRAN MEHRABAD, IR","2018-05-29","0.00",,"82","92","71"
"IR000407540","TEHRAN MEHRABAD, IR","2018-05-30","0.04",,"76","89",
"IR000407540","TEHRAN MEHRABAD, IR","2018-05-31","0.06",,"80","92","69"
"IR000407540","TEHRAN MEHRABAD, IR","2018-06-01","0.01",,"79","88",
"IR000407540","TEHRAN MEHRABAD, IR","2018-06-02","0.05",,"75","89",
"IR000407540","TEHRAN MEHRABAD, IR","2018-06-03","0.13",,"72",,"63"
"IR000407540","TEHRAN MEHRABAD, IR","2018-06-04","0.01",,"80","90","65"
"IR000407540","TEHRAN MEHRABAD, IR","2018-06-05","0.00",,"85","98","74"
"IR000407540","TEHRAN MEHRABAD, IR","2018-06-06","0.00",,"88","99","74"
"IR000407540","TEHRAN MEHRABAD, IR","2018-06-07","0.00",,"86","95",
"IR000407540","TEHRAN MEHRABAD, IR","2018-06-08","0.00",,"82",,"67"
"IR000407540","TEHRAN MEHRABAD, IR","2018-06-09","0.00",,"79","91",
"IR000407540","TEHRAN MEHRABAD, IR","2018-06-10","0.00",,"80",,"68"
"IR000407540","TEHRAN MEHRABAD, IR","2018-06-11","0.00",,"82","92",
"IR000407540","TEHRAN MEHRABAD, IR","2018-06-12","0.02",,"81","91","69"
"IR000407540","TEHRAN MEHRABAD, IR","2018-06-13","0.00",,"79",,
"IR000407540","TEHRAN MEHRABAD, IR","2018-06-14","0.00",,"81","91","71"
"IR000407540","TEHRAN MEHRABAD, IR","2018-06-15","0.00",,"85","92","73"
"IR000407540","TEHRAN MEHRABAD, IR","2018-06-16","0.00",,"87",,"74"
"IR000407540","TEHRAN MEHRABAD, IR","2018-06-17","0.00",,"85","94","73"
"IR000407540","TEHRAN MEHRABAD, IR","2018-06-18","0.00",,"87",,"76"
"IR000407540","TEHRAN MEHRABAD, IR","2018-06-19","0.00",,"86","96","75"
"IR000407540","TEHRAN MEHRABAD, IR","2018-06-20","0.00",,"86","96","73"
"IR000407540","TEHRAN MEHRABAD, IR","2018-06-21","0.00",,"85","96","73"
"IR000407540","TEHRAN MEHRABAD, IR","2018-06-22","0.00",,"87","97","74"
"IR000407540","TEHRAN MEHRABAD, IR","2018-06-23","0.00",,"87","99","74"
"IR000407540","TEHRAN MEHRABAD, IR","2018-06-24","0.00",,"89","99","75"
"IR000407540","TEHRAN MEHRABAD, IR","2018-06-25","0.00",,"91","101","78"
"IR000407540","TEHRAN MEHRABAD, IR","2018-06-26","0.00",,"89","98","79"
"IR000407540","TEHRAN MEHRABAD, IR","2018-06-27","0.00",,"89","99","77"
"IR000407540","TEHRAN MEHRABAD, IR","2018-06-28","0.00",,"87","97","76"
"IR000407540","TEHRAN MEHRABAD, IR","2018-06-29","0.00",,"89",,"77"
"IR000407540","TEHRAN MEHRABAD, IR","2018-06-30","0.00",,"93","103","79"
"IR000407540","TEHRAN MEHRABAD, IR","2018-07-01","0.00",,"96","106",
"IR000407540","TEHRAN MEHRABAD, IR","2018-07-02","0.00",,"92","103",
"IR000407540","TEHRAN MEHRABAD, IR","2018-07-03","0.00",,"90","103","79"
"IR000407540","TEHRAN MEHRABAD, IR","2018-07-04","0.00",,"88","97","78"
"IR000407540","TEHRAN MEHRABAD, IR","2018-07-05","0.00",,"88",,"77"
"IR000407540","TEHRAN MEHRABAD, IR","2018-07-06","0.00",,"91","101","77"
"IR000407540","TEHRAN MEHRABAD, IR","2018-07-07","0.00",,"94","105","81"
"IR000407540","TEHRAN MEHRABAD, IR","2018-07-08","0.00",,"95","104","83"
"IR000407540","TEHRAN MEHRABAD, IR","2018-07-09","0.00",,"94","105","81"
"IR000407540","TEHRAN MEHRABAD, IR","2018-07-10","0.00",,"96","106","87"
"IR000407540","TEHRAN MEHRABAD, IR","2018-07-11","0.00",,"92","101",
"IR000407540","TEHRAN MEHRABAD, IR","2018-07-12","0.00",,"90","99","81"
"IR000407540","TEHRAN MEHRABAD, IR","2018-07-13","0.00",,"91","100","80"
"IR000407540","TEHRAN MEHRABAD, IR","2018-07-14","0.00",,"92","101","81"
"IR000407540","TEHRAN MEHRABAD, IR","2018-07-15","0.00",,"94",,"78"
"IR000407540","TEHRAN MEHRABAD, IR","2018-07-16","0.00",,"94","105","80"
"IR000407540","TEHRAN MEHRABAD, IR","2018-07-17","0.00",,"93","105","78"
"IR000407540","TEHRAN MEHRABAD, IR","2018-07-18","0.00",,"94","103","81"
"IR000407540","TEHRAN MEHRABAD, IR","2018-07-19","0.00",,"95",,
"IR000407540","TEHRAN MEHRABAD, IR","2018-07-20","0.00",,"96","104","84"
"IR000407540","TEHRAN MEHRABAD, IR","2018-07-21","0.00",,"96","105","85"
"IR000407540","TEHRAN MEHRABAD, IR","2018-07-22","0.00",,"95","103",
"IR000407540","TEHRAN MEHRABAD, IR","2018-07-23","0.00",,"94","105",
"IR000407540","TEHRAN MEHRABAD, IR","2018-07-24","0.00",,"95",,"79"
"IR000407540","TEHRAN MEHRABAD, IR","2018-07-25","0.00",,"96","106",
"IR000407540","TEHRAN MEHRABAD, IR","2018-07-26","0.00",,"96","107","83"
"IR000407540","TEHRAN MEHRABAD, IR","2018-07-27","0.00",,"95","105","85"
"IR000407540","TEHRAN MEHRABAD, IR","2018-07-28","0.00",,"90","98",
"IR000407540","TEHRAN MEHRABAD, IR","2018-07-29","0.00",,"91","100","80"
"IR000407540","TEHRAN MEHRABAD, IR","2018-07-30","0.00",,"91","100","79"
"IR000407540","TEHRAN MEHRABAD, IR","2018-07-31","0.00",,"91","101","80"
"IR000407540","TEHRAN MEHRABAD, IR","2018-08-01","0.00",,"93","101","81"
"IR000407540","TEHRAN MEHRABAD, IR","2018-08-02","0.00",,"92","101","80"
"IR000407540","TEHRAN MEHRABAD, IR","2018-08-03","0.00",,"92",,"81"
"IR000407540","TEHRAN MEHRABAD, IR","2018-08-04","0.00",,"94","101","84"
"IR000407540","TEHRAN MEHRABAD, IR","2018-08-05","0.00",,"95","104","83"
"IR000407540","TEHRAN MEHRABAD, IR","2018-08-06","0.00",,"93","103",
"IR000407540","TEHRAN MEHRABAD, IR","2018-08-07","0.00",,"92","100",
"IR000407540","TEHRAN MEHRABAD, IR","2018-08-08","0.00",,"92","101","83"
"IR000407540","TEHRAN MEHRABAD, IR","2018-08-09","0.00",,"93","101",
"IR000407540","TEHRAN MEHRABAD, IR","2018-08-10","0.00",,"93","103",
"IR000407540","TEHRAN MEHRABAD, IR","2018-08-11","0.00",,"88","99","75"
"IR000407540","TEHRAN MEHRABAD, IR","2018-08-12","0.00",,"90","99","78"
"IR000407540","TEHRAN MEHRABAD, IR","2018-08-13","0.00",,"92","100","81"
"IR000407540","TEHRAN MEHRABAD, IR","2018-08-14","0.00",,"88",,
"IR000407540","TEHRAN MEHRABAD, IR","2018-08-15","0.00",,"85","97","71"
"IR000407540","TEHRAN MEHRABAD, IR","2018-08-16","0.00",,"87","97","73"
"IR000407540","TEHRAN MEHRABAD, IR","2018-08-17","0.00",,"91",,"80"
"IR000407540","TEHRAN MEHRABAD, IR","2018-08-18","0.00",,"94","103","80"
"IR000407540","TEHRAN MEHRABAD, IR","2018-08-19","0.00",,"85","103",
"IR000407540","TEHRAN MEHRABAD, IR","2018-08-20","0.00",,"80","94","68"
"IR000407540","TEHRAN MEHRABAD, IR","2018-08-21","0.00",,"83","92","72"
"IR000407540","TEHRAN MEHRABAD, IR","2018-08-22","0.00",,"87","95","77"
"IR000407540","TEHRAN MEHRABAD, IR","2018-08-23","0.00",,"87",,
"IR000407540","TEHRAN MEHRABAD, IR","2018-08-24","0.00",,"84","94","71"
"IR000407540","TEHRAN MEHRABAD, IR","2018-08-25","0.00",,"85","94","77"
"IR000407540","TEHRAN MEHRABAD, IR","2018-08-26","0.00",,"87","95","76"
"IR000407540","TEHRAN MEHRABAD, IR","2018-08-27","0.00",,"88",,"78"
"IR000407540","TEHRAN MEHRABAD, IR","2018-08-28","0.00",,"87","98","77"
"IR000407540","TEHRAN MEHRABAD, IR","2018-08-29","0.00",,"87","98","74"
"IR000407540","TEHRAN MEHRABAD, IR","2018-08-30","0.00",,"89","98","79"
"IR000407540","TEHRAN MEHRABAD, IR","2018-08-31","0.00",,"86",,"76"
"IR000407540","TEHRAN MEHRABAD, IR","2018-09-01","0.00",,"84","92",
"IR000407540","TEHRAN MEHRABAD, IR","2018-09-02","0.00",,"80","86",
"IR000407540","TEHRAN MEHRABAD, IR","2018-09-03","0.00",,"80","87","69"
"IR000407540","TEHRAN MEHRABAD, IR","2018-09-04","0.00",,"81","90","71"
"IR000407540","TEHRAN MEHRABAD, IR","2018-09-05","0.00",,"81","90","72"
"IR000407540","TEHRAN MEHRABAD, IR","2018-09-06","0.00",,"82","91","71"
"IR000407540","TEHRAN MEHRABAD, IR","2018-09-07","0.00",,"85",,"73"
"IR000407540","TEHRAN MEHRABAD, IR","2018-09-08","0.00",,"85","95","74"
"IR000407540","TEHRAN MEHRABAD, IR","2018-09-09","0.00",,"86",,"75"
"IR000407540","TEHRAN MEHRABAD, IR","2018-09-10","0.00",,"87","97","74"
"IR000407540","TEHRAN MEHRABAD, IR","2018-09-11","0.00",,"90",,"77"
"IR000407540","TEHRAN MEHRABAD, IR","2018-09-12","0.00",,"88","100",
"IR000407540","TEHRAN MEHRABAD, IR","2018-09-13","0.00",,"81","92","69"
"IR000407540","TEHRAN MEHRABAD, IR","2018-09-14","0.00",,"80","89","70"
"IR000407540","TEHRAN MEHRABAD, IR","2018-09-15","0.00",,"83","91","71"
"IR000407540","TEHRAN MEHRABAD, IR","2018-09-16","0.00",,"86",,"73"
"IR000407540","TEHRAN MEHRABAD, IR","2018-09-18",,,"84",,
"IR000407540","TEHRAN MEHRABAD, IR","2018-09-19","0.00",,"80","89",
"IR000407540","TEHRAN MEHRABAD, IR","2018-09-20","0.00",,"77","85","69"
"IR000407540","TEHRAN MEHRABAD, IR","2018-09-21","0.00",,"75","81","68"
"IR000407540","TEHRAN MEHRABAD, IR","2018-09-22","0.00",,"77","85","67"
"IR000407540","TEHRAN MEHRABAD, IR","2018-09-23","0.01",,"78","87","68"
"IR000407540","TEHRAN MEHRABAD, IR","2018-09-24","0.00",,"75","85",
"IR000407540","TEHRAN MEHRABAD, IR","2018-09-25","0.00",,"73","83","62"
"IR000407540","TEHRAN MEHRABAD, IR","2018-09-26","0.00",,"78","87","67"
"IR000407540","TEHRAN MEHRABAD, IR","2018-09-27","0.00",,"76","86","65"
"IR000407540","TEHRAN MEHRABAD, IR","2018-09-28","0.00",,"76","83","65"
"IR000407540","TEHRAN MEHRABAD, IR","2018-09-29","0.00",,"76","84","65"
"IR000407540","TEHRAN MEHRABAD, IR","2018-09-30","0.00",,"78","87","67"
"IR000407540","TEHRAN MEHRABAD, IR","2018-10-01","0.00",,"78","87","69"
"IR000407540","TEHRAN MEHRABAD, IR","2018-10-02","0.00",,"79","87","69"
"IR000407540","TEHRAN MEHRABAD, IR","2018-10-03","0.00",,"80","91","68"
"IR000407540","TEHRAN MEHRABAD, IR","2018-10-04","0.00",,"78","86","70"
"IR000407540","TEHRAN MEHRABAD, IR","2018-10-05","0.00",,"75","85",
"IR000407540","TEHRAN MEHRABAD, IR","2018-10-06","0.02",,"63","74",
"IR000407540","TEHRAN MEHRABAD, IR","2018-10-07","0.12",,"61","69",
"IR000407540","TEHRAN MEHRABAD, IR","2018-10-08","0.00",,"65","71","57"
"IR000407540","TEHRAN MEHRABAD, IR","2018-10-09","0.00",,"67","78","56"
"IR000407540","TEHRAN MEHRABAD, IR","2018-10-10","0.00",,"71","81","58"
"IR000407540","TEHRAN MEHRABAD, IR","2018-10-11","0.00",,"72","81","62"
"IR000407540","TEHRAN MEHRABAD, IR","2018-10-12","0.02",,"72","82","62"
