"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"IR000407540","TEHRAN MEHRABAD, IR","2021-09-22","0.00",,"82","90","71"
"IR000407540","TEHRAN MEHRABAD, IR","2021-09-23","0.00",,"83","92","72"
"IR000407540","TEHRAN MEHRABAD, IR","2021-09-24","0.00",,"83","94","73"
"IR000407540","TEHRAN MEHRABAD, IR","2021-09-25","0.00",,"83",,
"IR000407540","TEHRAN MEHRABAD, IR","2021-09-26","0.00",,"76","87",
"IR000407540","TEHRAN MEHRABAD, IR","2021-09-27","0.00",,"72","83","62"
"IR000407540","TEHRAN MEHRABAD, IR","2021-09-28","0.00",,"77","87","66"
"IR000407540","TEHRAN MEHRABAD, IR","2021-09-29","0.00",,"76","88",
"IR000407540","TEHRAN MEHRABAD, IR","2021-09-30","0.00",,"75","86","64"
"IR000407540","TEHRAN MEHRABAD, IR","2021-10-01","0.00",,"73","84",
"IR000407540","TEHRAN MEHRABAD, IR","2021-10-02","0.00",,"71","79","62"
"IR000407540","TEHRAN MEHRABAD, IR","2021-10-03","0.00",,"73","80","64"
"IR000407540","TEHRAN MEHRABAD, IR","2021-10-04","0.00",,"74",,"64"
"IR000407540","TEHRAN MEHRABAD, IR","2021-10-05","0.00",,"73","83","62"
"IR000407540","TEHRAN MEHRABAD, IR","2021-10-06","0.00",,"70",,"58"
"IR000407540","TEHRAN MEHRABAD, IR","2021-10-07","0.05",,"64","77",
"IR000407540","TEHRAN MEHRABAD, IR","2021-10-08","0.00",,"61","72",
"IR000407540","TEHRAN MEHRABAD, IR","2021-10-09","0.00",,"61","70",
"IR000407540","TEHRAN MEHRABAD, IR","2021-10-10","0.00",,"61","69","53"
"IR000407540","TEHRAN MEHRABAD, IR","2021-10-11","0.00",,"62","70",
"IR000407540","TEHRAN MEHRABAD, IR","2021-10-12","0.00",,"63",,
"IR000407540","TEHRAN MEHRABAD, IR","2021-10-13","0.00",,"67","78","55"
"IR000407540","TEHRAN MEHRABAD, IR","2021-10-14","0.00",,"72",,"59"
"IR000407540","TEHRAN MEHRABAD, IR","2021-10-15","0.00",,"71","81","62"
"IR000407540","TEHRAN MEHRABAD, IR","2021-10-16","0.00",,"71","80","62"
"IR000407540","TEHRAN MEHRABAD, IR","2021-10-17","0.00",,"71","80","61"
"IR000407540","TEHRAN MEHRABAD, IR","2021-10-18","0.00",,"70",,
"IR000407540","TEHRAN MEHRABAD, IR","2021-10-19","0.00",,"68","78","58"
"IR000407540","TEHRAN MEHRABAD, IR","2021-10-20","0.00",,"65","74",
"IR000407540","TEHRAN MEHRABAD, IR","2021-10-21","0.00",,"59",,"51"
"IR000407540","TEHRAN MEHRABAD, IR","2021-10-22","0.00",,"58",,"51"
"IR000407540","TEHRAN MEHRABAD, IR","2021-10-23","0.00",,"59","68","49"
"IR000407540","TEHRAN MEHRABAD, IR","2021-10-24","0.00",,"61",,
"IR000407540","TEHRAN MEHRABAD, IR","2021-10-25","0.00",,"60","72",
"IR000407540","TEHRAN MEHRABAD, IR","2021-10-26","0.00",,"60","69",
"IR000407540","TEHRAN MEHRABAD, IR","2021-10-27","0.00",,"58","65",
"IR000407540","TEHRAN MEHRABAD, IR","2021-10-28","0.00",,"56",,
"IR000407540","TEHRAN MEHRABAD, IR","2021-10-29","0.00",,"60",,
"IR000407540","TEHRAN MEHRABAD, IR","2021-10-30","0.24",,"60","68","53"
"IR000407540","TEHRAN MEHRABAD, IR","2021-10-31","0.00",,"64","72","57"
"IR000407540","TEHRAN MEHRABAD, IR","2021-11-01","0.01",,"66","75","57"
"IR000407540","TEHRAN MEHRABAD, IR","2021-11-02","0.00",,"66","76",
"IR000407540","TEHRAN MEHRABAD, IR","2021-11-03","0.00",,"64","76","57"
"IR000407540","TEHRAN MEHRABAD, IR","2021-11-04","0.00",,"61","71",
"IR000407540","TEHRAN MEHRABAD, IR","2021-11-05","0.46",,"53","56",
"IR000407540","TEHRAN MEHRABAD, IR","2021-11-06","0.31",,"48",,
"IR000407540","TEHRAN MEHRABAD, IR","2021-11-07","0.04",,"49","55","45"
"IR000407540","TEHRAN MEHRABAD, IR","2021-11-08","0.00",,"50","56",
"IR000407540","TEHRAN MEHRABAD, IR","2021-11-09","0.00",,"51",,
"IR000407540","TEHRAN MEHRABAD, IR","2021-11-10","0.00",,"52","60","42"
"IR000407540","TEHRAN MEHRABAD, IR","2021-11-11","0.00",,"53","59","45"
"IR000407540","TEHRAN MEHRABAD, IR","2021-11-12","0.02",,"49",,
"IR000407540","TEHRAN MEHRABAD, IR","2021-11-13","0.05",,"48","56","41"
"IR000407540","TEHRAN MEHRABAD, IR","2021-11-14","0.00",,"51",,
"IR000407540","TEHRAN MEHRABAD, IR","2021-11-15","0.00",,"51","59",
"IR000407540","TEHRAN MEHRABAD, IR","2021-11-16","0.00",,"47","58",
"IR000407540","TEHRAN MEHRABAD, IR","2021-11-17","0.00",,"41",,"35"
"IR000407540","TEHRAN MEHRABAD, IR","2021-11-18","0.00",,"43","50",
"IR000407540","TEHRAN MEHRABAD, IR","2021-11-19","0.00",,"44","51","36"
"IR000407540","TEHRAN MEHRABAD, IR","2021-11-20","0.00",,"46","54","39"
"IR000407540","TEHRAN MEHRABAD, IR","2021-11-21","0.00",,"46",,
"IR000407540","TEHRAN MEHRABAD, IR","2021-11-22","0.09",,"50","58",
"IR000407540","TEHRAN MEHRABAD, IR","2021-11-23","0.00",,"52","60","44"
"IR000407540","TEHRAN MEHRABAD, IR","2021-11-24","0.00",,"52","62","42"
"IR000407540","TEHRAN MEHRABAD, IR","2021-11-25","0.00",,"52","60","44"
"IR000407540","TEHRAN MEHRABAD, IR","2021-11-26","0.00",,"53","61",
"IR000407540","TEHRAN MEHRABAD, IR","2021-11-27","0.02",,"54","62",
"IR000407540","TEHRAN MEHRABAD, IR","2021-11-28","0.00",,"53",,"44"
"IR000407540","TEHRAN MEHRABAD, IR","2021-11-29","0.00",,"53",,"45"
"IR000407540","TEHRAN MEHRABAD, IR","2021-11-30","0.00",,"55",,"46"
"IR000407540","TEHRAN MEHRABAD, IR","2021-12-01","0.00",,"55","63","50"
"IR000407540","TEHRAN MEHRABAD, IR","2021-12-02","0.00",,"53","66",
"IR000407540","TEHRAN MEHRABAD, IR","2021-12-03","0.65",,"45","53",
"IR000407540","TEHRAN MEHRABAD, IR","2021-12-04","0.00",,"45","56","38"
"IR000407540","TEHRAN MEHRABAD, IR","2021-12-05","0.00",,"47","57","39"
"IR000407540","TEHRAN MEHRABAD, IR","2021-12-06","0.00",,"47","53","41"
"IR000407540","TEHRAN MEHRABAD, IR","2021-12-07","0.00",,"49","57",
"IR000407540","TEHRAN MEHRABAD, IR","2021-12-08","0.00",,"49",,"41"
"IR000407540","TEHRAN MEHRABAD, IR","2021-12-09","0.00",,"50","58",
"IR000407540","TEHRAN MEHRABAD, IR","2021-12-10","0.00",,"52","63",
"IR000407540","TEHRAN MEHRABAD, IR","2021-12-11","0.00",,"49","58","41"
"IR000407540","TEHRAN MEHRABAD, IR","2021-12-12","0.00",,"48","57","39"
"IR000407540","TEHRAN MEHRABAD, IR","2021-12-13","0.00",,"46","56",
"IR000407540","TEHRAN MEHRABAD, IR","2021-12-14","0.00",,"44",,"39"
"IR000407540","TEHRAN MEHRABAD, IR","2021-12-15",,,"43",,
"IR000407540","TEHRAN MEHRABAD, IR","2021-12-16",,,"42",,
"IR000407540","TEHRAN MEHRABAD, IR","2021-12-17",,,"43",,
"IR000407540","TEHRAN MEHRABAD, IR","2021-12-18",,,"42","45",
"IR000407540","TEHRAN MEHRABAD, IR","2021-12-19","0.16",,"45",,"38"
"IR000407540","TEHRAN MEHRABAD, IR","2021-12-20","0.00",,"49","56","42"
"IR000407540","TEHRAN MEHRABAD, IR","2021-12-21","0.18",,"49","56",
"IR000407540","TEHRAN MEHRABAD, IR","2021-12-22","0.00",,"46","52","39"
"IR000407540","TEHRAN MEHRABAD, IR","2021-12-23","0.00",,"47","53","38"
"IR000407540","TEHRAN MEHRABAD, IR","2021-12-24","0.00",,"46","48",
"IR000407540","TEHRAN MEHRABAD, IR","2021-12-25","0.00",,"44","51",
"IR000407540","TEHRAN MEHRABAD, IR","2021-12-26","0.00",,"40","47",
"IR000407540","TEHRAN MEHRABAD, IR","2021-12-27","0.00",,"41","50",
"IR000407540","TEHRAN MEHRABAD, IR","2021-12-28","0.00",,"40",,
"IR000407540","TEHRAN MEHRABAD, IR","2021-12-29","0.00",,"41","45","37"
"IR000407540","TEHRAN MEHRABAD, IR","2021-12-30","0.00",,"44","53","37"
"IR000407540","TEHRAN MEHRABAD, IR","2021-12-31","0.00",,"44","51",
"IR000407540","TEHRAN MEHRABAD, IR","2022-01-01","0.00",,"45","53","37"
"IR000407540","TEHRAN MEHRABAD, IR","2022-01-02","0.16",,"44",,
"IR000407540","TEHRAN MEHRABAD, IR","2022-01-03","0.12",,"43","50",
"IR000407540","TEHRAN MEHRABAD, IR","2022-01-04","0.00",,"43","51",
"IR000407540","TEHRAN MEHRABAD, IR","2022-01-05","0.00",,"44","51",
"IR000407540","TEHRAN MEHRABAD, IR","2022-01-06","0.00",,"41","48","34"
"IR000407540","TEHRAN MEHRABAD, IR","2022-01-07","0.00",,"42",,
"IR000407540","TEHRAN MEHRABAD, IR","2022-01-08","0.00",,"44","54",
"IR000407540","TEHRAN MEHRABAD, IR","2022-01-09","0.00",,"45","55","37"
"IR000407540","TEHRAN MEHRABAD, IR","2022-01-10",,,"45",,"36"
"IR000407540","TEHRAN MEHRABAD, IR","2022-01-11","0.00",,"47","54","42"
"IR000407540","TEHRAN MEHRABAD, IR","2022-01-12","0.00",,"51","59",
"IR000407540","TEHRAN MEHRABAD, IR","2022-01-13","0.00",,"52","58","44"
"IR000407540","TEHRAN MEHRABAD, IR","2022-01-14","0.06",,"50",,
"IR000407540","TEHRAN MEHRABAD, IR","2022-01-15","0.03",,"45",,
"IR000407540","TEHRAN MEHRABAD, IR","2022-01-16","0.02",,"44","49","37"
"IR000407540","TEHRAN MEHRABAD, IR","2022-01-17","0.00",,"45","51",
"IR000407540","TEHRAN MEHRABAD, IR","2022-01-18","0.00",,"33",,
"IR000407540","TEHRAN MEHRABAD, IR","2022-01-19","0.00",,"37","48","26"
"IR000407540","TEHRAN MEHRABAD, IR","2022-01-20","0.00",,"35","46",
"IR000407540","TEHRAN MEHRABAD, IR","2022-01-21","0.00",,"30","38",
"IR000407540","TEHRAN MEHRABAD, IR","2022-01-22","0.00",,"34","43","26"
"IR000407540","TEHRAN MEHRABAD, IR","2022-01-23","0.00",,"37",,"27"
"IR000407540","TEHRAN MEHRABAD, IR","2022-01-24","0.00",,"41",,"30"
"IR000407540","TEHRAN MEHRABAD, IR","2022-01-25","0.00",,"43","54","34"
"IR000407540","TEHRAN MEHRABAD, IR","2022-01-26","0.00",,"44","50","34"
"IR000407540","TEHRAN MEHRABAD, IR","2022-01-27","0.00",,"41","46","39"
"IR000407540","TEHRAN MEHRABAD, IR","2022-01-28","0.22",,"40",,"36"
"IR000407540","TEHRAN MEHRABAD, IR","2022-01-29","0.00",,"40","48","33"
"IR000407540","TEHRAN MEHRABAD, IR","2022-01-30","0.00",,"40","48",
"IR000407540","TEHRAN MEHRABAD, IR","2022-01-31","0.00",,"43","50","35"
"IR000407540","TEHRAN MEHRABAD, IR","2022-02-01","0.00",,"40","44",
"IR000407540","TEHRAN MEHRABAD, IR","2022-02-02","0.00",,"42","53","32"
"IR000407540","TEHRAN MEHRABAD, IR","2022-02-03","0.00",,"45",,
"IR000407540","TEHRAN MEHRABAD, IR","2022-02-04","0.00",,"47","56","40"
"IR000407540","TEHRAN MEHRABAD, IR","2022-02-05","0.00",,"45","50",
"IR000407540","TEHRAN MEHRABAD, IR","2022-02-06","0.00",,"42","49","35"
"IR000407540","TEHRAN MEHRABAD, IR","2022-02-07","0.00",,"42","51",
"IR000407540","TEHRAN MEHRABAD, IR","2022-02-08","0.00",,"44",,"31"
"IR000407540","TEHRAN MEHRABAD, IR","2022-02-09","0.00",,"49",,"38"
"IR000407540","TEHRAN MEHRABAD, IR","2022-02-10","0.00",,"52","60","40"
"IR000407540","TEHRAN MEHRABAD, IR","2022-02-11","0.00",,"49",,
"IR000407540","TEHRAN MEHRABAD, IR","2022-02-12","0.00",,"46","54",
"IR000407540","TEHRAN MEHRABAD, IR","2022-02-13","0.00",,"47","58",
"IR000407540","TEHRAN MEHRABAD, IR","2022-02-14","0.00",,"45","52","37"
"IR000407540","TEHRAN MEHRABAD, IR","2022-02-15","0.00",,"48",,"41"
"IR000407540","TEHRAN MEHRABAD, IR","2022-02-16","0.00",,"48","54","44"
"IR000407540","TEHRAN MEHRABAD, IR","2022-02-17","0.00",,"48","54",
"IR000407540","TEHRAN MEHRABAD, IR","2022-02-18","0.00",,"47","54","40"
"IR000407540","TEHRAN MEHRABAD, IR","2022-02-19","0.00",,"49","58","41"
"IR000407540","TEHRAN MEHRABAD, IR","2022-02-20","0.41",,"49",,"44"
"IR000407540","TEHRAN MEHRABAD, IR","2022-02-21","0.20",,"49","58",
"IR000407540","TEHRAN MEHRABAD, IR","2022-02-22","0.00",,"52","60","44"
"IR000407540","TEHRAN MEHRABAD, IR","2022-02-23","0.00",,"53","63","44"
"IR000407540","TEHRAN MEHRABAD, IR","2022-02-24","0.00",,"56","66","45"
"IR000407540","TEHRAN MEHRABAD, IR","2022-02-25","0.00",,"58","63","51"
"IR000407540","TEHRAN MEHRABAD, IR","2022-02-26","0.02",,"58","67",
"IR000407540","TEHRAN MEHRABAD, IR","2022-02-27","0.00",,"53","61",
"IR000407540","TEHRAN MEHRABAD, IR","2022-02-28","0.00",,"51","59",
"IR000407540","TEHRAN MEHRABAD, IR","2022-03-01","0.00",,"55","62","47"
"IR000407540","TEHRAN MEHRABAD, IR","2022-03-02","0.00",,"57","64","48"
"IR000407540","TEHRAN MEHRABAD, IR","2022-03-03","0.00",,"59","68","51"
"IR000407540","TEHRAN MEHRABAD, IR","2022-03-04","0.12",,"55","65",
"IR000407540","TEHRAN MEHRABAD, IR","2022-03-05","0.00",,"52","60",
"IR000407540","TEHRAN MEHRABAD, IR","2022-03-06","0.00",,"51","55","46"
"IR000407540","TEHRAN MEHRABAD, IR","2022-03-07","0.01",,"46","51",
"IR000407540","TEHRAN MEHRABAD, IR","2022-03-08","0.23",,"50",,
"IR000407540","TEHRAN MEHRABAD, IR","2022-03-09","0.06",,"54",,
"IR000407540","TEHRAN MEHRABAD, IR","2022-03-10","0.00",,"64","68","54"
"IR000407540","TEHRAN MEHRABAD, IR","2022-03-11","0.02",,"63","72",
"IR000407540","TEHRAN MEHRABAD, IR","2022-03-12","0.00",,"60","66","53"
"IR000407540","TEHRAN MEHRABAD, IR","2022-03-13","0.00",,"61","69","50"
"IR000407540","TEHRAN MEHRABAD, IR","2022-03-14","0.00",,"60",,
"IR000407540","TEHRAN MEHRABAD, IR","2022-03-15","0.00",,"57",,
"IR000407540","TEHRAN MEHRABAD, IR","2022-03-16","0.00",,"52","63",
"IR000407540","TEHRAN MEHRABAD, IR","2022-03-17","0.00",,"43","50","31"
"IR000407540","TEHRAN MEHRABAD, IR","2022-03-18","0.00",,"46","54","37"
"IR000407540","TEHRAN MEHRABAD, IR","2022-03-19","0.00",,"51","57",
"IR000407540","TEHRAN MEHRABAD, IR","2022-03-20","0.00",,"56","63","44"
"IR000407540","TEHRAN MEHRABAD, IR","2022-03-21","0.00",,"62","69","53"
"IR000407540","TEHRAN MEHRABAD, IR","2022-03-22","0.00",,"56","67",
"IR000407540","TEHRAN MEHRABAD, IR","2022-03-23","0.20",,"54","63","40"
"IR000407540","TEHRAN MEHRABAD, IR","2022-03-24","0.00",,"59","66",
"IR000407540","TEHRAN MEHRABAD, IR","2022-03-25","0.00",,"53",,
"IR000407540","TEHRAN MEHRABAD, IR","2022-03-26","0.00",,"51",,
"IR000407540","TEHRAN MEHRABAD, IR","2022-03-27","0.00",,"52","60","42"
"IR000407540","TEHRAN MEHRABAD, IR","2022-03-28","0.00",,"53","62","42"
"IR000407540","TEHRAN MEHRABAD, IR","2022-03-29","0.00",,"53","63","40"
"IR000407540","TEHRAN MEHRABAD, IR","2022-03-30","0.00",,"59","69","46"
"IR000407540","TEHRAN MEHRABAD, IR","2022-03-31","0.00",,"63","74","54"
"IR000407540","TEHRAN MEHRABAD, IR","2022-04-01","0.00",,"66","76","53"
"IR000407540","TEHRAN MEHRABAD, IR","2022-04-02","0.00",,"68","79",
"IR000407540","TEHRAN MEHRABAD, IR","2022-04-03","0.00",,"74","84","60"
"IR000407540","TEHRAN MEHRABAD, IR","2022-04-04","0.00",,"74","84",
"IR000407540","TEHRAN MEHRABAD, IR","2022-04-05","0.00",,"72",,
"IR000407540","TEHRAN MEHRABAD, IR","2022-04-06","0.00",,"71","79","61"
"IR000407540","TEHRAN MEHRABAD, IR","2022-04-07","0.00",,"72","80",
"IR000407540","TEHRAN MEHRABAD, IR","2022-04-08","0.00",,"70","79","59"
"IR000407540","TEHRAN MEHRABAD, IR","2022-04-09","0.00",,"69","80",
"IR000407540","TEHRAN MEHRABAD, IR","2022-04-10","0.00",,"63","70",
"IR000407540","TEHRAN MEHRABAD, IR","2022-04-11","0.00",,"68","80",
"IR000407540","TEHRAN MEHRABAD, IR","2022-04-12","0.00",,"74",,"60"
"IR000407540","TEHRAN MEHRABAD, IR","2022-04-13","0.00",,"75","84",
"IR000407540","TEHRAN MEHRABAD, IR","2022-04-14","0.00",,"77","85","67"
"IR000407540","TEHRAN MEHRABAD, IR","2022-04-15","0.00",,"69",,
"IR000407540","TEHRAN MEHRABAD, IR","2022-04-16","0.00",,"61","71",
"IR000407540","TEHRAN MEHRABAD, IR","2022-04-17","0.01",,"58","68",
"IR000407540","TEHRAN MEHRABAD, IR","2022-04-18","0.00",,"60","70","46"
"IR000407540","TEHRAN MEHRABAD, IR","2022-04-19","0.00",,"65","74",
"IR000407540","TEHRAN MEHRABAD, IR","2022-04-20","0.00",,"74","85","60"
"IR000407540","TEHRAN MEHRABAD, IR","2022-04-21","0.00",,"76","87","68"
"IR000407540","TEHRAN MEHRABAD, IR","2022-04-22","0.00",,"74","83","64"
"IR000407540","TEHRAN MEHRABAD, IR","2022-04-23","0.00",,"75",,"62"
"IR000407540","TEHRAN MEHRABAD, IR","2022-04-24","0.00",,"78",,"66"
"IR000407540","TEHRAN MEHRABAD, IR","2022-04-25","0.00",,"74","81",
"IR000407540","TEHRAN MEHRABAD, IR","2022-04-26","0.00",,"71","79",
"IR000407540","TEHRAN MEHRABAD, IR","2022-04-27","0.00",,"72","79","63"
"IR000407540","TEHRAN MEHRABAD, IR","2022-04-28","0.00",,"73",,"64"
"IR000407540","TEHRAN MEHRABAD, IR","2022-04-29","0.02",,"69","77",
"IR000407540","TEHRAN MEHRABAD, IR","2022-04-30","0.02",,"69","79",
"IR000407540","TEHRAN MEHRABAD, IR","2022-05-01","0.00",,"68","79",
"IR000407540","TEHRAN MEHRABAD, IR","2022-05-02","0.00",,"64","73",
"IR000407540","TEHRAN MEHRABAD, IR","2022-05-03","0.00",,"65","74",
"IR000407540","TEHRAN MEHRABAD, IR","2022-05-04","0.04",,"70","82",
"IR000407540","TEHRAN MEHRABAD, IR","2022-05-05","0.09",,"73","83",
"IR000407540","TEHRAN MEHRABAD, IR","2022-05-06","0.09",,"75","85","63"
"IR000407540","TEHRAN MEHRABAD, IR","2022-05-07","0.00",,"75",,"68"
"IR000407540","TEHRAN MEHRABAD, IR","2022-05-08","0.02",,"72","79",
"IR000407540","TEHRAN MEHRABAD, IR","2022-05-09","0.00",,"67","75",
"IR000407540","TEHRAN MEHRABAD, IR","2022-05-10","0.00",,"68","76",
"IR000407540","TEHRAN MEHRABAD, IR","2022-05-11","0.00",,"73","81","61"
"IR000407540","TEHRAN MEHRABAD, IR","2022-05-12","0.00",,"71","79",
"IR000407540","TEHRAN MEHRABAD, IR","2022-05-13","0.00",,"64","75",
"IR000407540","TEHRAN MEHRABAD, IR","2022-05-14","0.00",,"66","76","51"
"IR000407540","TEHRAN MEHRABAD, IR","2022-05-15","0.00",,"74","85",
"IR000407540","TEHRAN MEHRABAD, IR","2022-05-16","0.00",,"80","89",
"IR000407540","TEHRAN MEHRABAD, IR","2022-05-17","0.00",,"72",,"56"
"IR000407540","TEHRAN MEHRABAD, IR","2022-05-18","0.00",,"76","84","66"
"IR000407540","TEHRAN MEHRABAD, IR","2022-05-19","0.00",,"75","85","62"
"IR000407540","TEHRAN MEHRABAD, IR","2022-05-20","0.00",,"80","90","67"
"IR000407540","TEHRAN MEHRABAD, IR","2022-05-21","0.00",,"70","81",
"IR000407540","TEHRAN MEHRABAD, IR","2022-05-22","0.00",,"69","80","57"
"IR000407540","TEHRAN MEHRABAD, IR","2022-05-23","0.00",,"79","89","63"
"IR000407540","TEHRAN MEHRABAD, IR","2022-05-24","0.00",,"77","85","69"
"IR000407540","TEHRAN MEHRABAD, IR","2022-05-25","0.00",,"76","84",
"IR000407540","TEHRAN MEHRABAD, IR","2022-05-26","0.00",,"72","84",
"IR000407540","TEHRAN MEHRABAD, IR","2022-05-27","0.00",,"71",,"55"
"IR000407540","TEHRAN MEHRABAD, IR","2022-05-28","0.00",,"76",,"65"
"IR000407540","TEHRAN MEHRABAD, IR","2022-05-29","0.00",,"79",,"70"
"IR000407540","TEHRAN MEHRABAD, IR","2022-05-30","0.00",,"80","90",
"IR000407540","TEHRAN MEHRABAD, IR","2022-05-31","0.00",,"81","89",
"IR000407540","TEHRAN MEHRABAD, IR","2022-06-01","0.00",,"83",,"71"
"IR000407540","TEHRAN MEHRABAD, IR","2022-06-02","0.00",,"86","94",
"IR000407540","TEHRAN MEHRABAD, IR","2022-06-03","0.00",,"86","96","74"
"IR000407540","TEHRAN MEHRABAD, IR","2022-06-04","0.00",,"85","95",
"IR000407540","TEHRAN MEHRABAD, IR","2022-06-05","0.00",,"87","96",
"IR000407540","TEHRAN MEHRABAD, IR","2022-06-06","0.00",,"89","99","78"
"IR000407540","TEHRAN MEHRABAD, IR","2022-06-07","0.00",,"87","97","76"
"IR000407540","TEHRAN MEHRABAD, IR","2022-06-08","0.00",,"89",,"79"
"IR000407540","TEHRAN MEHRABAD, IR","2022-06-09","0.00",,"87","96","78"
"IR000407540","TEHRAN MEHRABAD, IR","2022-06-10","0.00",,"85","95",
"IR000407540","TEHRAN MEHRABAD, IR","2022-06-11","0.00",,"80","92","68"
"IR000407540","TEHRAN MEHRABAD, IR","2022-06-12","0.00",,"83","92","73"
"IR000407540","TEHRAN MEHRABAD, IR","2022-06-13","0.00",,"88",,"77"
"IR000407540","TEHRAN MEHRABAD, IR","2022-06-14","0.00",,"91",,
"IR000407540","TEHRAN MEHRABAD, IR","2022-06-15","0.00",,"87",,"77"
"IR000407540","TEHRAN MEHRABAD, IR","2022-06-16","0.00",,"85","96",
"IR000407540","TEHRAN MEHRABAD, IR","2022-06-17","0.00",,"85","94","71"
"IR000407540","TEHRAN MEHRABAD, IR","2022-06-18","0.00",,"88","98","77"
"IR000407540","TEHRAN MEHRABAD, IR","2022-06-19","0.00",,"89","100","76"
"IR000407540","TEHRAN MEHRABAD, IR","2022-06-20","0.00",,"87",,"79"
"IR000407540","TEHRAN MEHRABAD, IR","2022-06-21","0.00",,"86","94",
"IR000407540","TEHRAN MEHRABAD, IR","2022-06-22","0.00",,"90","99","78"
"IR000407540","TEHRAN MEHRABAD, IR","2022-06-23","0.00",,"88","96","78"
"IR000407540","TEHRAN MEHRABAD, IR","2022-06-24","0.00",,"88","96","78"
"IR000407540","TEHRAN MEHRABAD, IR","2022-06-25","0.00",,"89","99",
"IR000407540","TEHRAN MEHRABAD, IR","2022-06-26","0.00",,"93","102","79"
"IR000407540","TEHRAN MEHRABAD, IR","2022-06-27","0.00",,"92","103",
"IR000407540","TEHRAN MEHRABAD, IR","2022-06-28","0.00",,"94","108","80"
"IR000407540","TEHRAN MEHRABAD, IR","2022-06-29","0.00",,"93","106",
"IR000407540","TEHRAN MEHRABAD, IR","2022-06-30","0.00",,"89","103",
"IR000407540","TEHRAN MEHRABAD, IR","2022-07-01","0.00",,"91","104","75"
"IR000407540","TEHRAN MEHRABAD, IR","2022-07-02","0.00",,"89",,
"IR000407540","TEHRAN MEHRABAD, IR","2022-07-03","0.00",,"80","93",
"IR000407540","TEHRAN MEHRABAD, IR","2022-07-04","0.00",,"76","87",
"IR000407540","TEHRAN MEHRABAD, IR","2022-07-05","0.00",,"78","88","65"
"IR000407540","TEHRAN MEHRABAD, IR","2022-07-06","0.00",,"82","90","68"
"IR000407540","TEHRAN MEHRABAD, IR","2022-07-07","0.00",,"85","94","74"
"IR000407540","TEHRAN MEHRABAD, IR","2022-07-08","0.00",,"88",,
"IR000407540","TEHRAN MEHRABAD, IR","2022-07-09","0.00",,"86",,"71"
"IR000407540","TEHRAN MEHRABAD, IR","2022-07-10","0.00",,"89","98","75"
"IR000407540","TEHRAN MEHRABAD, IR","2022-07-11","0.00",,"93",,"80"
"IR000407540","TEHRAN MEHRABAD, IR","2022-07-12","0.00",,"94","103",
"IR000407540","TEHRAN MEHRABAD, IR","2022-07-13","0.00",,"88","97","78"
"IR000407540","TEHRAN MEHRABAD, IR","2022-07-14","0.00",,"87","95","78"
"IR000407540","TEHRAN MEHRABAD, IR","2022-07-15","0.00",,"87","98",
"IR000407540","TEHRAN MEHRABAD, IR","2022-07-16","0.00",,"88",,"75"
"IR000407540","TEHRAN MEHRABAD, IR","2022-07-17","0.00",,"91","101","79"
"IR000407540","TEHRAN MEHRABAD, IR","2022-07-18","0.00",,"91","101","80"
"IR000407540","TEHRAN MEHRABAD, IR","2022-07-19","0.00",,"92","101","80"
"IR000407540","TEHRAN MEHRABAD, IR","2022-07-20","0.00",,"91","101","77"
"IR000407540","TEHRAN MEHRABAD, IR","2022-07-21","0.00",,"93",,"80"
"IR000407540","TEHRAN MEHRABAD, IR","2022-07-22","0.00",,"94","104",
"IR000407540","TEHRAN MEHRABAD, IR","2022-07-23","0.00",,"90","102",
"IR000407540","TEHRAN MEHRABAD, IR","2022-07-24","0.00",,"87","103",
"IR000407540","TEHRAN MEHRABAD, IR","2022-07-25","0.00",,"83","96",
"IR000407540","TEHRAN MEHRABAD, IR","2022-07-26","0.00",,"86","97","71"
"IR000407540","TEHRAN MEHRABAD, IR","2022-07-27","0.00",,"92","103","81"
"IR000407540","TEHRAN MEHRABAD, IR","2022-07-28","0.02",,"90","103",
"IR000407540","TEHRAN MEHRABAD, IR","2022-07-29","0.06",,"85","95",
"IR000407540","TEHRAN MEHRABAD, IR","2022-07-30","0.64",,"85","94","70"
"IR000407540","TEHRAN MEHRABAD, IR","2022-07-31","0.00",,"87","94","79"
"IR000407540","TEHRAN MEHRABAD, IR","2022-08-01","0.00",,"87",,
"IR000407540","TEHRAN MEHRABAD, IR","2022-08-02","0.00",,"88","98","78"
"IR000407540","TEHRAN MEHRABAD, IR","2022-08-03","0.00",,"91","99","81"
"IR000407540","TEHRAN MEHRABAD, IR","2022-08-04","0.00",,"91","100",
"IR000407540","TEHRAN MEHRABAD, IR","2022-08-05","0.00",,"90",,"79"
"IR000407540","TEHRAN MEHRABAD, IR","2022-08-06","0.00",,"91","99",
"IR000407540","TEHRAN MEHRABAD, IR","2022-08-07","0.00",,"92","100","82"
"IR000407540","TEHRAN MEHRABAD, IR","2022-08-08","0.00",,"92","102",
"IR000407540","TEHRAN MEHRABAD, IR","2022-08-09","0.00",,"86",,"75"
"IR000407540","TEHRAN MEHRABAD, IR","2022-08-10","0.00",,"86",,"75"
"IR000407540","TEHRAN MEHRABAD, IR","2022-08-11","0.00",,"88","95",
"IR000407540","TEHRAN MEHRABAD, IR","2022-08-12","0.00",,"87","96","77"
